Country,City,Code
 Costa Rica ,Palmar,PMZ
 Brazil ,Palmas,PMW
 New Zealand ,Palmerston North,PMR
 Indonesia ,Palu,PLW
 Spain ,Pamplona,PNA
 FL ,Panama City,PFN
 Panama - Paitilla ,Panama City,PAC
 Panama - Tocumen Intl ,Panama City,PTY
 Indonesia ,Pangkalanboun,PKN
 Indonesia ,Pangkalpinang,PGK
 NU ,Pangnirtung,YXP
 Pakistan ,Panjger,PJG
 Italy ,Pantelleria,PNL
 United Kingdom ,Papa Westray,PPW
 French Polynesia ,Papeete,PPT
 Cyprus ,Paphos,PFO
 Pakistan ,Para Chinar,PAJ
 Australia ,Paraburdoo,PBO
 Bahamas ,Paradise Island,PID
 Suriname - Zanderij Intl ,Paramaribo,PBM
 Suriname - Zorg En Hoop ,Paramaribo,ORG
 Argentina ,Parana,PRA
 Solomon Islands ,Parasi,PRS
 QC - Rail service ,Parent,XFE
 France - All airports ,Paris,PAR
 France - Beauvais-Tille ,Paris,BVA
 France - Charles Degaulle ,Paris,CDG
 France - Orly ,Paris,ORY
 WV/Marietta,Parkersburg,PKB
 BC - Rail service ,Parksville,XPB
 Italy ,Parma/Milan,PMF
 Brazil ,Parnaiba,PHB
 Bhutan ,Paro,PBH
 WA ,Pasco,PSC
 Pakistan ,Pasni,PSI
 Argentina ,Paso de Los Libres,AOL
 Brazil ,Passo Fundo,PFB
 Colombia ,Pasto,PSO
 India ,Patna,PAT
 Greece ,Patras,GPA
 France ,Pau,PUF
 NT ,Paulatuk,YPC
 Kazakhstan ,Pavlodar,PWQ
 AB ,Peace River,YPE
 ON ,Peawanuck,YPO
 Russia ,Pechora,PEX
 AK ,Pedro Bay,PDB
 Indonesia ,Pekanbaru,PKU
 AK ,Pelican,PEC
 MI ,Pellston,PLN
 Brazil ,Pelotas,PET
 Mozambique ,Pemba,POL
 Tanzania - Wawi ,Pemba,PMA
 ON ,Pembroke,YTA
 Malaysia ,Penang,PEN
 OR ,Pendleton,PDT
 Cook Islands ,Penrhyn Island,PYE
 FL ,Pensacola,PNS
 BC ,Penticton,YYF
 United Kingdom ,Penzance,PZE
 IL ,Peoria,PIA
 QC - Rail service ,Perce,XFG
 Colombia ,Pereira,PEI
 France ,Perigueux,PGX
 Argentina ,Perito Moreno,PMQ
 Russia ,Perm,PEE
 France ,Perpignan,PGF
 AK ,Perryville,KPV
 Western Australia,Perth,PER
 Italy ,Perugia,PEG
 Italy ,Pescara,PSR
 Pakistan ,Peshawar,PEW
 AK ,Petersburg,PSG
 Brazil ,Petrolina,PNZ
 Russia ,Petropaulousk-Kamchats,PKC
 Russia ,Petrozavodsk,PES
 South Africa ,Phalaborwa,PHW
 PA - International ,Philadelphia,PHL
 PA - Trenton/Mercer NJ ,Philadelphia,TTN
 Thailand ,Phitsanulok,PHS
 Cambodia ,Phnom Penh,PNH
 AZ ,Phoenix,PHX
 Thailand ,Phrae,PRH
 Viet Nam - Duong Dang ,Phu Quoc,PQC
 Thailand ,Phuket,HKT
 ON ,Pickle Lake,YPL
 Portugal ,Pico Island,PIX
 Mexico ,Piedras Negras,PDS
 SD ,Pierre,PIR
 South Africa ,Pietermaritzburg,PZB
 South Africa ,Pietersburb,PTG
 ON ,Pikangikum,YPM
 AK ,Pilot Point,PIP
 AK - Ugashnik Bay ,Pilot Point,UGB
 AK ,Pilot Station,PQS
 Taiwan ,Pingtung,PIF
 Italy - Gal Galilei ,Pisa,PSA
 PA ,Pittsburgh,PIT
 Greenland ,Pituffik,THU
 Peru ,Piura,PIU
 Belize ,Placencia,PLJ
 AK ,Platinum,PTU
 NY ,Plattsburgh,PLB
 Viet Nam ,Pleiku,PXU
 South Africa ,Plettenburg Bay,PBZ
 United Kingdom ,Plymouth,PLH
 ID ,Pocatello,PIH
 Serbia and Montenegro - Golubovci ,Podgoriea,TGD
 Micronesia ,Pohnpei,PNI
 AK ,Point Baker,KPB
 AK ,Point Hope,PHO
 AK ,Point Lay,PIZ
 Congo ,Pointe Noire,PNR
 Guadeloupe ,Pointe-a-Pitre,PTP
 QC - Rail service ,Pointe-aux-Trembles,XPX
 SK ,Points North Landing,YNL
 France - Biard ,Poitiers,PIS
 France - Rail service ,Poitiers,XOP
 Nepal ,Pokhara,PKR
 Ukraine ,Poltava,PLV
 Russia ,Polyarnyj,PYJ
 OK ,Ponca City,PNC
 Puerto Rico ,Ponce,PSE
 Puerto Rico ,Ponce,PSE
 NU ,Pond Inlet,YIO
 Portugal ,Ponta Delgada,PDL
 Brazil ,Ponta Pora,PMG
 Indonesia ,Pontianak,PNK
 ON ,Poplar Hill,YHP
 Papua New Guinea ,Popondetta,PNP
 Slovakia ,Popraol/Tatry,TAT
 India ,Porbandar,PBD
 Finland ,Pori,POR
 Venezuela ,Porlamar,PMV
 BC ,Port Alberni,YPB
 AK ,Port Alsworth,PTA
 WA ,Port Angeles,CLM
 Jamaica ,Port Antonio,POT
 TX ,Port Arthur/Beaumont,BPT
 Haiti ,Port Au Prince,PAP
 Australia ,Port Augusta,PUG
 Madagascar ,Port Berge,WPB
 India ,Port Blair,IXZ
 AK ,Port Clarence,KPC
 South Africa ,Port Elizabeth,PLZ
 Gabon ,Port Gentil,POG
 Nigeria ,Port Harcourt,PHC
 BC ,Port Hardy,YZT
 Australia ,Port Headland,PHE
 AK ,Port Heiden,PTH
 NL ,Port Hope Simpson,YHA
 Australia ,Port Lincoln,PLO
 Australia ,Port Macquarie,PQQ
 QC ,Port Meiner,YPN
 AK ,Port Moller,PML
 Papua New Guinea ,Port Moresby,POM
 Trinidad ,Port of Spain,POS
 AK ,Port Protection,PPV
 Falkland Islands ,Port Stanley,PSY
 Sudan ,Port Sudan,PZU
 Vanuatu ,Port Vila,VLI
 AK ,Portage Creek,PCA
 ME ,Portland,PWM
 OR ,Portland,PDX
 Australia ,Portland,PTJ
 Brazil ,Porto Alegre,POA
 Portugal ,Porto Santo,PXO
 Brazil ,Porto Seguro,BPS
 Brazil ,Porto Velho,PVH
 Portugal ,Porto,OPO
 Ecuador ,Portoviejo,PVO
 NH ,Portsmouth,PSM
 Argentina ,Posadas,PSS
 NL ,Postville,YSO
 NY ,Poughkeepsie,POU
 QC ,Povungnituk,YPX
 BC ,Powell River,YPW
 Mexico ,Poza Rico,PAZ
 Poland ,Poznan,POZ
 Czech Republic ,Prague,PRG
 Cape Verde ,Praia,RAI
 Argentina ,Pres. Roque Saenz Pena,PRQ
 AZ ,Prescott,PRC
 ON - Rail service ,Prescott,XII
 Brazil ,Presidente Prudente,PPB
 ME ,Presque Isle,PQI
 Greece ,Preveza/Lefkas,PVK
 SK ,Prince Albert,YPA
 BC ,Prince George,YXS
 BC - Rail service ,Prince George,XDV
 BC - Digby Island Airport ,Prince Rupert,YPR
 BC - Rail service ,Prince Rupert,XDW
 WV ,Princeton,BLF
 Serbia and Montenegro ,Pristina,PRN
 Australia,Proserpine,PPP
 RI ,Providence,PVD
 Turks and Caicos Islands ,Providenciales,PLS
 MA ,Provincetown,PVC
 AK ,Prudhoe Bay/Deadhorse,SCC
 Peru ,Pucallpa,PCL
 Mexico ,Puebla,PBC
 CO ,Pueblo,PUB
 Venezuela ,Puerto Ayacucha,PYH
 Colombia ,Puerto Berria,PBE
 Spain ,Puerto del Rosario,FUE
 Argentina ,Puerto Deseado,PUD
 Mexico ,Puerto Escondido,PXM
 Costa Rica ,Puerto Jimenez,PJM
 Honduras ,Puerto Lempira,PEU
 Argentina ,Puerto Madryn,PMY
 Peru ,Puerto Maldonado,PEM
 Chile ,Puerto Montt,PMC
 Venezuela ,Puerto Ordaz,PZO
 Dominican Republic ,Puerto Plata,POP
 Philippines ,Puerto Princesa,PPS
 Bolivia ,Puerto Suarez,PSZ
 Mexico ,Puerto Vallarta,PVR
 MB - ,Pukatawagan,XPK
 Croatia ,Pula,PUY
 WA ,Pullman,PUW
 India ,Pune,PNQ
 Chile ,Punta Arenas,PUQ
 Dominican Republic ,Punta Cana,PUJ
 Uruguay ,Punta Del Este,PDP
 Belize ,Punta Gorda,PND
 Costa Rica ,Punta Islita,PBP
 India ,Puttaparthi,PUT
 Indonesia ,Putussibau,PSU
 North Korea ,Pyongyang,FNJ
 Saudi Arabia ,Qaisumah,AQI
 Greenland ,Qaqortoq,JJU
 China ,Qiemo,IQM
 NU ,Qikiqtarjuaq,YVM
 China ,Qingdao,TAO
 China ,Qiqihar,NDG
 BC ,Qualicum,XQU
 QC ,Quaqtaq,YQC
 QC - Charny Rail service ,Quebec,YFZ
 QC - International Airport ,Quebec,YQB
 QC - Levis Rail service ,Quebec,XLK
 QC - Quebec Station Rail service ,Quebec,XLJ
 QC - Sainte-Foy Rail service ,Quebec,XFY
 New Zealand ,Queenstown,ZQN
 Mozambique ,Quelimane,UEL
 Costa Rica ,Quepos,XQP
 Mexico ,Queretaro,QRO
 BC ,Quesnel,YQZ
 Pakistan ,Quetta,UET
 Viet Nam ,Qui Nhon,UIH
 Colombia ,Quibdo,UIB
 France ,Quimper,UIP
 IL ,Quincy,UIN
 AK ,Quinhagak,KWN
 Australia,Quipi,ULP
 Ecuador ,Quito,UIO
 Papua New Guinea ,Rabaraba,RBP
 Morocco ,Rabat,RBA
 Papua New Guinea ,Rabaul,RAB
 Viet Nam ,Rach Gia,VKG
 Russia ,Raduzhnyi,RAT
 NT ,Rae Lakes,YRA
 Saudi Arabia ,Rafha,RAH
 Iran ,Rafsanjan,RJN
 French Polynesia ,Raiatea,RFP
 AB ,Rainbow Lake,YOP
 India ,Rajkot,RAJ
 Bangladesh ,Rajshahi,RJH
 NC ,Raleigh/Durham,RDU
 Solomon Islands ,Ramato,RBV
 Australia ,Ramingining,RAM
 AK ,Rampart,RMP
 India ,Ranchi,IXR
 NU ,Rankin Inlet,YRT
 Thailand ,Ranong,UNN
 SD ,Rapid City,RAP
 Cook Islands ,Rarotonga,RAR
 United Arab Emirates ,Ras Al Khaimah,RKT
 Iran ,Rasht,RAS
 Cambodia ,Ratanakiri,RBE
 Pakistan ,Rawala Kot,RAZ
 PA ,Reading,RDG
 Japan ,Rebun,RBJ
 Brazil ,Recife,REC
 Argentina ,Reconquista,RCQ
 AK ,Red Devil,RDV
 ON ,Red Lake,YRL
 MB ,Red Sucker Lake,YRS
 CA ,Redding,RDD
 OR ,Redmond,RDM
 Italy ,Reggio Calabria,REG
 SK ,Regina,YQR
 Solomon Islands ,Rennell,RNL
 France ,Rennes,RNS
 NV ,Reno,RNO
 NU ,Repulse Bay,YUT
 Argentina ,Resistencia,RES
 NU ,Resolute,YRB
 Spain and Canary Islands ,Reus,REU
 Iceland ,Reykjavik,KEF
 Mexico ,Reynossa,REX
 WI,Rhinelander,RHI
 Gabon ,Rhodes,RHO
 Brazil ,Ribeirao Preto,RAO
 Bolivia ,Riberalta,RIB
 South Africa ,Richards Bay,RCB
 Australia,Richmond,RCM
 VA ,Richmond,RIC
 Latvia ,Riga,RIX
 NL ,Rigolet,YRG
 Croatia ,Rijeka,RJK
 Italy ,Rimini,RMI
 QC ,Rimouski,YXK
 Brazil ,Rio Branco,RBR
 Argentina ,Rio Cuarto,RCU
 Brazil ,Rio De Janeiro,GIG
 Argentina - Internacional ,Rio Gallegos,RGL
 Brazil ,Rio Grande,RIG
 Argentina ,Rio Grande,RGA
 Argentina ,Rio Mayo,ROY
 Brazil ,Rio Verde,RVD
 Colombia ,Riohacha,RCH
 Japan ,Rishiri,RIS
 WY ,Riverton,RIW
 QC - Rail service ,Riviere-a-Pierre,XRP
 Saudi Arabia ,Riyadh,RUH
 Yemen ,Riyan Mukalla,RIY
 France ,Roane,RNE
 VA ,Roanoke,ROA
 Honduras ,Roatan,RTB
 QC ,Roberval,YRJ
 Viet Nam ,Roch Gia,VKG
 WA ,Roche Harbor,RCE
 MN ,Rochester,RST
 NY ,Rochester,ROC
 Bahamas ,Rock Sound,RSD
 WY ,Rock Springs,RKS
 IL - Park&Ride Bus ,Rockford,ZRF
 IL - Van Galder Bus ,Rockford,ZRK
 Australia,Rockhampton,ROK
 ME ,Rockland,RKD
 France ,Rodez,RDZ
 Mauritius ,Rodrigues Island,RRG
 Norway ,Roervik,RVK
 Norway ,Rognan,ZXM
 Australia,Roma,RMA
 Italy - All airports ,Rome,ROM
 Italy - Ciampino ,Rome,CIA
 Italy - Leonardo Da Vinci/Fiumicino ,Rome,FCO
 Marshall Islands ,Rongelap Island,RNP
 Sweden ,Ronneby,RNB
 Norway ,Roros,RRS
 French Polynesia ,Rorutu,RUR
 Argentina ,Rosario,ROS
 WA ,Rosario,RSJ
 Iceland ,Rosh Pina,RPN
 Norway ,Rost,RET
 Germany ,Rostock-Laage,RLG
 Russia ,Rostov,ROV
 NM ,Roswell,ROW
 Northern Mariana Islands ,Rota,ROP
 New Zealand ,Rotorua,ROT
 Netherlands ,Rotterdam,RTM
 France ,Rouen,URO
 ON ,Round Lake,ZRJ
 QC ,Rouyn/Noranda,YUY
 Finland ,Rovaniemi,RVN
 AK ,Ruby,RBY
 AK ,Russian Mission,RSH
 VT ,Rutland,RUT
 Mexico ,S. Cristobal del Casas,SZT
 Germany ,Saarbruecken,QFZ
 ON ,Sachigo Lake,ZPB
 NT ,Sachs Harbour,YSY
 NB - Rail service ,Sackville,XKV
 CA ,Sacramento,SMF
 MI ,Saginaw,MBS
 MN ,Saint Cloud,STC
 U.S. Virgin Islands ,Saint Croix,STX
 AK ,Saint George Island,STG
 UT ,Saint George,SGU
 QC - Rail service ,Saint Hyacinthe,XIM
 NB ,Saint John,YSJ
 NL ,Saint Johns,YYT
 NB ,Saint Leonard,YSL
 MO ,Saint Louis,STL
 ST. LUCIA ,Saint Lucia,SLU
 Netherlands Antilles ,Saint Maarten,SXM
 AK ,Saint Mary's,KSM
 AK ,Saint Michael,SMK
 AK ,Saint Paul Island,SNP
 Russia - Pulkovo ,Saint Petersburg,LED
 U.S. Virgin Islands ,Saint Thomas,STT
 France ,Saint Tropez,XPZ
 France - La Mole ,Saint Tropez,LTT
 Northern Mariana Islands ,Saipan,SPN
 Thailand ,Sakon Nakhon,SNO
 Russia ,Salehard,SLY
 OR ,Salem,SLE
 KS ,Salina,SLN
 MD ,Salisbury-Ocean City,SBY
 QC ,Salluit,YZG
 Turks and Caicos Islands ,Salt Cay,SLX
 UT ,Salt Lake City,SLC
 Mexico ,Saltillo,SLW
 Brazil ,Salvadore,SSA
 Austria ,Salzburg,SZG
 Russia ,Samara,KUF
 Madagascar ,Sambaua,SVB
 Kenya ,Samburu,UAS
 Greece ,Samos,SMI
 Colombia ,San Andres Island,ADZ
 TX ,San Angelo,SJT
 Argentina ,San Antonio Oesta,OES
 TX ,San Antonio,SAT
 Venezuela ,San Antonio,SVZ
 Argentina ,San Carlos,BRC
 CA ,San Diego,SAN
 CA ,San Francisco,SFO
 CA ,San Jose,SJC
 Costa Rica - Juan Santa Maria ,San Jose,SJO
 Costa Rica - Tobias Bolanos Int'l ,San Jose,SYQ
 Puerto Rico ,San Juan,SJU
 Puerto Rico ,San Juan,SJU
 Argentina ,San Juan,UAQ
 Argentina ,San Julian,ULA
 CA ,San Luis Obispo,SBP
 Mexico ,San Luis Potosi,SLP
 Argentina ,San Luis,LUQ
 San Marino ,San Marino,SAI
 Argentina ,San Martin De Los Andes,CPC
 Panama ,San Miguel,NMG
 Honduras ,San Pedro Sula,SAP
 Argentina ,San Rafael,AFA
 Bahamas ,San Salvador,ZSA
 El Salvador ,San Salvador,SAL
 Spain ,San Sebastian,EAS
 Yemen ,Sana'a,SAH
 AK ,Sand Point,SDP
 United Kingdom ,Sanday,NDY
 ON ,Sandy Lake,ZSJ
 FL ,Sanford,SFB
 NU ,Sanikiluaq,YSK
 CA ,Santa Ana,SNA
 Solomon Islands ,Santa Ana,NNB
 CA ,Santa Barbara,SBA
 Venezuela ,Santa Barbara,STB
 Spain and Canary Islands - La Palma ,Santa Cruz De La Palma,SPC
 Bolivia ,Santa Cruz,VVI
 NM ,Santa Fe,SAF
 Brazil ,Santa Maria,RIA
 CA ,Santa Maria,SMX
 Portugal ,Santa Maria,SMA
 Colombia ,Santa Marta,SMR
 CA ,Santa Rosa,STS
 Argentina ,Santa Rosa,RSA
 Brazil ,Santarem,STM
 Madagascar ,Sante Marie,SMS
 Chile ,Santiago,SCL
 Dominican Republic ,Santiago,STI
 Brazil ,Santo Angelo,GEL
 Cape Verde ,Santo Antao,NTO
 Dominican Republic - Herrera ,Santo Domingo,HEX
 Dominican Republic - Las Americas ,Santo Domingo,SDQ
 Venezuela ,Santo Domingo,STD
 China ,Sanya,SYX
 Cape Verde ,Sao Nicolau,SNE
 Brazil - Congonhas ,Sao Paulo,CGH
 Brazil - Guarulhos Intl ,Sao Paulo,GRU
 Brazil - Viracopos ,Sao Paulo,VCP
 Sao Tome and Principe ,Sao Tome Is.,TMS
 Cape Verde ,Sao Vicente,VXE
 Japan - Chitose ,Sapporo,CTS
 Japan - Okadama ,Sapporo,OKD
 Vanuatu ,Sara,SSR
 NY ,Saranac Lake,SLK
 FL ,Sarasota,SRQ
 Russia ,Saratov,RTW
 Indonesia ,Sarmi,ZRM
 ON ,Sarnia,YZR
 ON - Rail service ,Sarnia,XDX
 SK ,Saskatoon,YXE
 Romania ,Satu Mare,SUJ
 Papua New Guinea ,Satwag,SWG
 Brazil ,Sau Luiz,SLZ
 MI,Sault Ste Marie,CIU
 ON ,Sault Ste-Marie,YAM
 Indonesia ,Saumlaki,SXK
 GA ,Savannah,SAV
 Laos ,Savannakhet,ZVK
 Finland ,Savonlinna,SVL
 AK ,Savoonga,SVA
 Fiji ,Savusavu,SVU
 Laos ,Sayaboury,ZBY
 AK ,Scammon Bay,SCM
 QC ,Schefferville,YKL
 NE ,Scottsbluff,BFF
 PA ,Scranton,AVP
 WA - Lake Union SPB ,Seattle,LKE
 WA - Seattle/Tacoma International ,Seattle,SEA
 Solomon Islands ,Sege,EGM
 Yemen ,Seiyun,GXF
 AK ,Selawik,WLK
 Norway ,Selje,QFK
 Indonesia ,Semarang,SRG
 Indonesia ,Senggo,ZEG
 QC - Rail service ,Senneterre,XFK
 South Korea - All Airports ,Seoul,SEL
 South Korea - Gimpo International ,Seoul,GMP
 South Korea - Incheon International ,Seoul,ICN
 QC ,Sept-Iles,YZV
 Indonesia ,Servi,ZRI
 Namibia ,Sesriem,SZM
 Spain and Canary Islands ,Sevilla,SVQ
 AK ,Seward,SWD
 AK ,Shageluk,SHX
 AK ,Shaktoolik,SKK
 MB ,Shamattawa,ZTM
 China ,Shanghai,PVG
 Ireland ,Shannon,SNN
 China ,Shantou,SWA
 Egypt ,Sharm El Sheikh,SSH
 QC - Rail service ,Shawinigan,XFL
 BC - Rail service ,Shawnigan,XFM
 United Kingdom ,Sheffield,SZD
 AL ,Sheffield/Florence/Muscle Shoals,MSL
 AK ,Sheldon Point,SXP
 China ,Shenzhen,SZX
 WY ,Sheridan,SHR
 United Kingdom - Lerwick/Tingwall ,Shetland Islands,LWK
 United Kingdom - Sumburgh ,Shetland Islands,LSI
 Ethiopia ,Shillavo,HIL
 Kazakhstan ,Shimkent,CIT
 Iran ,Shiraz,SYZ
 AK ,Shishmaref,SHH
 Japan ,Shonai,SYO
 LA ,Shreveport,SHV
 AK ,Shungnak,SHG
 Australia ,Shute Harbor,JHQ
 Cambodia ,Siem Reap,REP
 India ,Silchar,IXS
 NM ,Silver City,SVC
 China ,Simao,SYM
 Indonesia ,Sinak,NKD
 Singapore - Changi ,Singapore,SIN
 Singapore - Seletar ,Singapore,XSP
 Indonesia ,Sintang,SQG
 IA ,Sioux City,SUX
 SD ,Sioux Falls,FSD
 ON ,Sioux Lookout,YXL
 Greenland ,Sisimiut,JHS
 AK ,Sitka,SIT
 Myanmar ,Sittwe,AKY
 Turkey ,Sivas,VAS
 AK ,Skagway,SGY
 Greece ,Skiathos,JSI
 Macedonia ,Skopie,FYROM
 Sweden ,Skovde,KVB
 South Africa ,Skukuza,SZK
 AK ,Sleetmore,SLQ
 Ireland ,Sligo,SXL
 ON ,Smith Falls,YSH
 BC ,Smithers,YYD
 NT ,Snare Lake,YFJ
 Madagascar ,Soalala,DWB
 Sweden ,Soderham,SOO
 Bulgaria ,Sofia,SOF
 Norway ,Sognolal,SOG
 Indonesia ,Solo City,SOC
 Viet Nam - Na-San ,Son-La,SQH
 Norway ,Sorkjosen,SOJ
 Brazil ,Sorocaba,SOD
 Bahamas ,South Andros,TZN
 IN ,South Bend,SBN
 Turks and Caicos Islands ,South Caicos,XSC
 United Kingdom ,South Hampton,SOU
 MB ,South Indian Lake,XSI
 Australia,South Molle Island,SOI
 AK ,South Naknek,WSN
 NC ,Southern Pines,SOP
 SC ,Spartanburg/Greenville,GSP
 Croatia ,Split,SPU
 WA ,Spokane,GEG
 Bahamas ,Spring Point,AXP
 IL ,Springfield,SPI
 MO ,Springfield,SGF
 India ,Srinagar,SXR
 NL ,St Anthony,YAY
 ON ,St Catharines,YCM
 Reunion ,St Denis de la Reunion,RUN
 St Kitts and Nevis ,St Kitts,SKB
 ON - Rail service ,St Marys,XIO
 FL ,St Petersburg/Clearwater,PIE
 St Pierre and Miquelon ,St Pierre,FSP
 Saint Vincent and the Grenadines ,St Vincent,SVD
 U.S. Virgin Islands ,St. Croix Island,STX
 France ,St. Etienne,EBU
 Netherlands Antilles ,St. Eustatius,EUX
 St. Lucia ,St. Lucia,UVF
 St. Lucia - Hawnorra ,St. Lucia,UVF
 Russia ,St. Petersburg,LED
 Reunion ,St. Pierre de la Reunion,ZSE
 U.S. Virgin Islands ,St. Thomas Island,STT
 PA ,State College/University Park,SCE
 VA ,Staunton,SHD
 Norway ,Stavanger,SVG
 Russia ,Stavropol,STW
 MB ,Ste Therese Point,YST
 CO ,Steamboat Springs,SBS
 AK ,Stebbins,WBB
 Bahamas ,Stella Maris,SML
 NL ,Stephenville,YJT
 WI ,Stevens Point/Wausau,CWA
 AK ,Stevens Village,SVS
 NY ,Stewart Field/Newburgh,SWF
 Sweden - All airports ,Stockholm,STO
 Sweden - Arlanda ,Stockholm,ARN
 Sweden - Bromma ,Stockholm,BMA
 CA ,Stockton,SCK
 SK ,Stony Rapids,YSF
 AK ,Stony River,SRV
 United Kingdom ,Stornoway,SYY
 Sweden ,Storuman,SQO
 France - Bus service ,Strasbourg,XER
 France - Entzheim ,Strasbourg,SXB
 ON - Rail service ,Strathroy,XTY
 United Kingdom ,Stronsay,SOY
 Cambodia ,Stung Treng,TNX
 Germany - Echterdingen ,Stuttgart,STR
 Germany - Rail service ,Stuttgart,ZWS
 Solomon Islands ,Suavanao,VAO
 Bolivia ,Sucre,SRE
 ON ,Sudbury,YSB
 ON - Rail service ,Sudbury,XDY
 Australia,Sue Island,SYU
 Pakistan ,Sui,SUL
 Thailand ,Sukhotthai,THS
 ON ,Summer Beaver,SUR
 South Africa ,Sun City,NTY
 ID ,Sun Valley,SUN
 Australia,Sunshine Coast,MCY
 Indonesia ,Surabaya,SUB
 Thailand ,Surat Thani,URT
 Fiji ,Suva,SUV
 Sweden ,Sveg,EVG
 Norway ,Svolvaer,SVJ
 MB ,Swan River,ZJN
 Australia ,Sydney,SYD
 NS ,Sydney,YQY
 Bangladesh ,Sylhet,ZYL
 NY ,Syracuse,SYR
 Poland ,Szczecin,SZZ
 Egypt ,Taba,TCP
 Tunisia ,Tabarka,TBJ
 Brazil ,Tabatinga,TBT
 Tanzania ,Tabora,TBO
 Iran ,Tabriz,TBZ
 Papua New Guinea ,Tabubil,TBG
 Saudi Arabia ,Tabuk,TUU
 China ,Tacheng,TCG
 Myanmar ,Tachilek,THL
 Philippines ,Tacloban,TAC
 Peru ,Tacna,TCQ
 MB ,Tadoule Lake,XTL
 Taiwan ,Taichung,TXG
 Saudi Arabia ,Taif,TIF
 Taiwan ,Tainan,TNN
 Taiwan - Chiang Kai Shek ,Taipei,TPE
 Taiwan - Sung Shan ,Taipei,TSA
 Taiwan ,Taitung,TTT
 China ,Taiyuan,TYN
 Yemen ,Taiz,TAI
 AK ,Takotna,TCT
 AK ,Talkeetna,TKA
 FL ,Tallahassee,TLH
 Estonia ,Tallinn,TLL
 NU ,Taloyoak,YYH
 Algeria ,Tamanrasset,TMR
 Costa Rica ,Tamarindo,TNO
 Madagascar ,Tamatave,TMM
 Madagascar,Tambohorano,WTA
 Indonesia ,Tambolaka,TMC
 Costa Rica ,Tambor,TMU
 FL ,Tampa,TPA
 Finland ,Tampere,TMP
 Mexico ,Tampico,TAM
 Australia ,Tamworth,TMW
 Indonesia ,Tanahmerah,TMH
 AK ,Tanana,TAL
 Morocco ,Tangier,TNG
 Indonesia ,Tanjung Pandan,TJQ
 Indonesia ,Tanjung Selor,TJS
 Vanuatu ,Tanna,TAH
 NM ,Taos,TSM
 Mexico ,Tapachula,TAP
 Indonesia ,Tarakan,TRK
 Japan ,Taramajma,TRA
 Italy ,Taranto,TAR
 Peru ,Tarapoto,TPP
 Kiribati ,Tarawa,TRW
 Australia ,Taree,TRO
 Papua New Guinea ,Tari,TIZ
 Bolivia ,Tarija,TJA
 Uzbekistan ,Tashkent,TAS
 QC ,Tasiujuaq,YTQ
 AK ,Tatitlek,TEK
 New Zealand ,Taupo,TUO
 New Zealand ,Tauranga,TRG
 Fiji ,Taveuni,TVU
 Malaysia ,Tawau,TWU
 Algeria ,Tbessa,TEE
 Georgia ,Tbilisi,TBS
 Gabon ,Tchibanga,TCH
 New Zealand ,Te Anau,TEU
 United Kingdom ,Teesside,MME
 Brazil ,Tefe,TFF
 Honduras ,Tegucigalpa,TGU
 Iran - Mehrabad ,Tehran,THR
 Papua New Guinea ,Tekadu,TKB
 Israel ,Tel Aviv,TLV
 AK ,Teller Mission,KTS
 CO ,Telluride,TEX
 Indonesia ,Tembagapura,TIM
 Indonesia ,Teminabuan,TXM
 Chile ,Temuco,ZCO
 AK ,Tenakee Springs,TKE
 Spain and Canary Islands - Norte Los Rodeos ,Tenerife,TFN
 Spain and the Canary Islands - Sur Reina Sofia ,Tenerife,TFS
 Australia ,Tennant Creek,TCA
 Mexico ,Tepic,TPQ
 Portugal ,Terceira Island,TER
 Brazil ,Teresina,THE
 Uzbekistan ,Termez,TMJ
 Indonesia ,Ternate,TTE
 BC ,Terrace,YXT
 IN ,Terre Haute,HUF
 Papua New Guinea ,Tetabedi,TDB
 Mozambique ,Tete,TET
 QC ,Tete-a-La Baleine,ZTB
 AK ,Tetlin,TEH
 Morocco ,Tetuan,TTU
 AR ,Texarkana,TXK
 India ,Tezpur,TEZ
 Myanmar ,Thandwe,SNW
 Australia,Thangool,THG
 Australia,Thargomindah,XTG
 Bahamas ,The Bight,TBI
 MB ,The Pas,YQD
 MB - Rail service ,The Pas,XDZ
 Greece ,Thessaloniki,SKG
 MB ,Thicket Portage,YTD
 MN ,Thief River Falls,TVF
 Greece ,Thira,JTR
 India ,Thiruvananthapuram,TRV
 MB ,Thompson,YTH
 AK ,Thorne Bay,KTB
 Iceland ,Thorshofn,THO
 ON ,Thunder Bay,YQT
 Australia,Thursday Island,TIS
 China ,Tianjn,TSN
 Algeria ,Tiaret,TID
 New Caledonia ,Tiga,TGJ
 Mexico ,Tijuana,TIJ
 French Polynesia ,Tikehau Atoll,TIH
 Russia ,Tiksi,IKS
 New Zealand ,Timaru,TIU
 Algeria ,Timimoun,TMX
 ON ,Timmins,YTS
 Romania ,Timosoara,TSR
 AK ,Tin City,TNC
 Algeria ,Tindouf,TIN
 Northern Mariana Islands ,Tinian,TIQ
 Mauritania ,Tioljikja,TIY
 Malaysia ,Tioman,TOD
 Ethiopia ,Tippi,TIE
 Albania ,Tirana,TIA
 United Kingdom ,Tiree,TRE
 Romania ,Tirgu Mures,TGM
 India ,Tiruchirapally,TRZ
 India ,Tirupati,TIR
 Serbia and Montenegro ,Tivat,TIV
